Barcelona,1970-71,1,0,1,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,2,1,0,2,1,0,0,0,0,0,0,1,2.0
Las Palmas,1982-83,1,0,1,1,2,0,2,1,2,1,2,0,2,1,2,0,2,0,1,1,2,1,1,2,2,2,2,0,1,0,16.0
Valencia,1982-83,0,2,1,2,2,1,2,2,2,0,2,1,2,0,2,2,2,2,2,1,1,0,2,0,2,0,2,1,1,0,15.0
Barcelona,1982-83,2,0,1,1,1,0,0,1,0,0,1,1,0,0,2,2,0,0,0,0,1,0,0,0,1,2,1,1,0,0,4.0
Atletico de Madrid,1982-83,0,0,0,2,1,2,0,2,0,0,1,2,2,0,0,0,2,0,1,0,1,2,1,0,0,2,0,1,0,0,3.0
Salamanca,1982-83,2,0,0,2,1,1,0,2,1,2,2,2,0,2,0,1,0,2,1,0,2,0,2,1,0,2,1,2,1,2,13.0
Osasuna,1982-83,1,2,2,0,1,2,2,0,2,0,2,0,2,1,2,0,2,2,1,2,1,1,2,2,2,0,2,0,2,0,14.0
Sevilla,1982-83,0,2,1,2,0,0,0,0,1,2,1,0,1,0,1,1,0,2,1,2,0,1,0,2,0,0,2,1,1,1,5.0
Celta de Vigo,1982-83,2,2,2,1,2,1,2,0,0,2,2,1,2,1,0,0,0,0,2,2,2,1,1,0,2,2,2,2,2,2,17.0
Real Madrid,1982-83,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,2,0,0,1,0,1,1,2,0,0,0,1,0,1,2,2.0
Zaragoza,1982-83,0,0,2,1,0,2,0,0,0,0,1,0,2,0,2,0,2,1,0,2,1,2,1,0,0,2,0,1,2,0,6.0
Elche,1984-85,2,2,1,2,1,0,0,1,2,2,2,1,2,1,2,1,2,1,0,2,1,1,1,2,0,2,1,2,1,0,17.0
Valencia,1984-85,0,0,2,2,0,0,1,1,0,1,1,1,1,1,1,2,0,1,2,1,0,1,2,1,0,2,2,2,2,2,9.0
Espanol,1984-85,1,2,1,2,1,2,0,1,0,2,0,1,2,1,2,2,2,1,0,1,1,1,1,2,0,0,0,0,0,0,8.0
Atletico de Madrid,1984-85,1,0,0,0,2,0,0,1,2,2,1,1,0,1,2,1,0,1,1,0,0,0,0,0,2,1,1,0,0,0,2.0
Real Sociedad,1984-85,1,2,0,2,0,2,1,1,1,0,1,1,0,1,0,0,2,2,0,1,2,1,0,2,1,1,0,2,2,0,7.0
CD Malaga,1984-85,2,0,2,2,0,2,1,1,0,1,2,1,1,1,0,0,0,2,2,2,1,2,0,1,1,1,1,2,1,2,16.0
Sevilla,1984-85,0,0,2,0,1,0,2,1,0,2,1,1,1,1,2,2,0,0,1,1,0,1,2,2,2,0,2,2,2,0,12.0
Osasuna,1984-85,0,2,0,1,1,2,0,0,2,2,2,2,0,1,2,2,0,1,1,1,0,2,2,0,0,2,1,0,0,2,6.0
Real Madrid,1984-85,2,1,0,2,0,1,0,1,0,0,2,0,0,1,0,0,1,2,1,1,2,1,1,2,1,0,2,0,2,0,5.0
Barcelona,1984-85,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,2,0,1.0
Zaragoza,1984-85,2,2,0,1,0,2,2,1,2,0,0,1,2,1,0,1,2,1,2,0,1,0,0,0,1,1,1,2,2,2,10.0
Hercules,1984-85,0,0,1,1,2,1,2,0,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,2,0,0,1,2,0,2,15.0
Espanol,1985-86,0,2,2,2,1,2,0,1,2,0,2,2,2,0,1,0,1,1,0,2,0,1,1,2,0,0,1,2,2,2,11.0
Cadiz,1985-86,2,0,2,0,1,1,2,0,2,0,0,2,0,1,0,2,2,1,2,2,2,0,2,2,1,2,1,2,2,0,15.0
Las Palmas,1985-86,2,1,2,2,0,2,0,2,0,2,0,2,1,2,2,1,0,2,1,2,2,1,0,1,0,2,1,1,0,2,13.0
Sporting de Gijon,1985-86,0,1,1,0,1,0,1,1,0,0,1,0,2,1,0,2,1,0,2,1,1,1,0,1,1,2,2,0,0,1,6.0
Osasuna,1985-86,2,2,0,1,1,2,2,2,2,2,0,1,0,2,0,2,2,2,1,1,2,2,0,2,0,0,2,2,0,0,14.0
Real Sociedad,1985-86,1,1,0,1,2,0,2,0,2,0,2,0,2,2,2,0,2,0,0,0,0,0,1,1,2,2,0,0,2,0,7.0
Celta de Vigo,1985-86,1,2,2,0,2,2,2,0,2,2,2,2,2,0,2,1,1,2,2,0,2,2,2,2,2,2,2,2,1,2,18.0
Valencia,1985-86,0,2,0,2,0,1,2,1,1,0,2,1,1,2,2,2,0,1,2,2,1,2,2,1,2,2,2,1,2,2,16.0
Atletico de Madrid,1985-86,0,1,0,2,2,2,0,1,0,1,0,0,0,1,0,0,1,2,0,2,0,2,2,0,1,0,0,1,0,2,5.0
Sevilla,1985-86,2,0,2,0,1,1,0,2,1,0,1,2,0,0,1,2,1,0,1,1,0,2,1,0,0,2,0,2,0,2,9.0
Real Madrid,1985-86,1,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0
Barcelona,1985-86,1,0,2,1,2,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,2,1,1,2.0
Zaragoza,1985-86,0,2,0,1,1,0,1,2,1,2,0,0,1,1,2,2,1,1,2,0,0,2,0,1,0,0,0,0,0,0,4.0
Hercules,1985-86,2,1,2,2,1,0,2,2,0,2,0,2,0,2,0,2,0,1,2,1,2,0,2,2,1,2,2,0,2,2,17.0
Barcelona,1986-87,0,1,0,1,0,1,0,1,0,2,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,2,2,2.0
Sporting de Gijon,1986-87,0,2,1,1,0,0,2,0,2,2,0,1,0,1,2,0,2,1,0,1,2,2,2,1,1,0,2,0,0,0,4.0
Las Palmas,1986-87,0,1,0,2,1,2,2,1,2,0,2,0,2,0,2,0,2,2,2,2,1,0,0,1,2,2,2,1,2,0,14.0
Atletico de Madrid,1986-87,1,1,0,2,1,0,0,0,0,2,1,2,0,1,0,1,1,2,2,2,0,2,0,1,1,2,2,2,0,0,7.0
Espanol,1986-87,1,0,2,1,1,0,1,0,2,0,1,0,1,0,2,0,2,0,0,0,0,0,2,1,2,1,0,0,0,0,3.0
Sabadell,1986-87,2,1,1,1,2,2,2,2,1,2,0,2,1,2,0,2,0,1,2,0,2,1,2,0,1,0,1,2,2,2,15.0
Real Madrid,1986-87,0,1,1,0,0,0,2,1,1,0,1,0,0,2,1,1,0,0,0,1,1,0,0,0,2,0,2,0,0,0,1.0
Osasuna,1986-87,1,1,1,1,2,1,0,2,1,2,2,2,0,2,2,2,1,1,0,2,1,2,0,2,0,1,0,2,0,1,16.0
Mallorca,1986-87,1,1,0,0,2,0,1,2,0,2,1,2,0,1,0,2,0,1,2,0,2,2,0,2,1,0,0,2,0,2,6.0
Real Sociedad,1986-87,0,1,2,1,2,2,1,0,0,0,0,2,2,0,2,1,2,2,0,1,0,2,2,1,1,0,0,2,0,2,8.0
Cadiz,1986-87,2,1,2,0,0,2,0,1,0,1,1,2,2,2,0,2,1,0,2,2,2,0,2,2,0,1,1,2,2,2,18.0
Zaragoza,1986-87,0,2,1,2,1,0,0,2,2,2,2,0,1,0,2,0,2,2,1,1,1,2,1,1,1,0,0,0,2,0,5.0
Sevilla,1986-87,2,2,0,1,2,0,1,1,1,0,0,2,2,2,0,2,0,0,1,1,1,1,2,0,2,2,0,0,0,2,12.0
Espanol,1987-88,2,2,0,0,2,2,2,0,0,1,2,1,1,0,2,2,1,0,2,2,0,2,0,2,0,2,2,1,1,0,15.0
Celta de Vigo,1987-88,0,1,2,0,1,1,1,0,0,2,0,2,1,2,2,1,0,2,0,0,2,0,2,0,1,1,0,2,0,2,7.0
Sporting de Gijon,1987-88,1,2,2,0,1,0,2,2,1,1,0,0,2,0,0,0,2,1,2,2,2,0,2,0,2,1,0,1,1,0,9.0
Valencia,1987-88,0,1,0,0,0,2,2,2,1,1,0,2,1,2,2,2,2,0,0,2,0,2,1,1,2,2,1,1,2,1,14.0
Atletico de Madrid,1987-88,0,1,0,2,0,0,0,1,0,0,2,1,0,0,2,0,0,2,0,1,0,0,0,1,2,1,2,1,2,2,3.0
Sabadell,1987-88,2,2,0,1,1,2,2,2,2,1,2,2,2,1,0,2,1,2,0,1,2,2,2,2,0,1,1,2,1,2,19.0
Cadiz,1987-88,2,0,0,0,2,0,1,2,0,2,0,2,1,1,0,2,1,0,2,2,0,2,1,1,1,1,2,2,0,2,12.0
Real Madrid,1987-88,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1.0
Las Palmas,1987-88,2,2,0,1,2,2,0,2,2,2,0,0,2,2,2,2,1,0,1,1,0,2,0,2,0,0,2,0,2,2,20.0
Barcelona,1987-88,0,2,2,2,2,2,0,1,0,0,0,0,0,2,2,2,0,1,2,1,1,0,1,2,0,1,2,0,2,2,6.0
Osasuna,1987-88,0,1,0,2,1,2,1,0,0,1,2,0,2,1,2,0,2,0,0,2,2,2,0,2,0,1,0,2,1,1,5.0
Sevilla,1987-88,2,0,2,0,0,2,0,2,2,0,2,1,1,1,0,0,2,0,2,0,1,2,0,1,1,1,1,0,0,0,10.0
Zaragoza,1987-88,0,1,2,2,0,0,2,0,2,1,1,1,0,0,2,1,2,1,1,2,1,2,0,1,2,2,1,1,0,1,11.0
Real Sociedad,1987-88,2,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,1,0,2.0
Sevilla,1988-89,2,0,0,1,1,1,0,2,0,1,0,0,1,1,2,0,2,2,2,1,1,2,1,2,1,0,0,0,0,2,9.0
Barcelona,1988-89,0,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,1,0,1,2,0,0,0,1,1,1,0,2.0
Espanol,1988-89,2,0,1,0,2,1,2,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,0,1,0,1,2,0,1,17.0
Atletico de Madrid,1988-89,2,2,2,1,0,0,0,0,0,2,1,0,0,2,0,2,1,0,1,0,1,0,2,2,0,2,0,2,0,1,4.0
Real Sociedad,1988-89,2,0,1,0,2,2,0,0,1,0,2,2,1,1,1,2,0,0,2,1,1,1,1,0,2,2,1,1,0,0,11.0
Sporting de Gijon,1988-89,0,1,1,0,2,2,2,0,0,1,1,0,2,0,1,1,2,0,0,1,2,2,0,2,0,2,2,2,2,1,13.0
Celta de Vigo,1988-89,0,1,1,0,0,2,0,2,1,2,1,0,2,0,2,2,0,0,1,1,0,1,0,2,0,0,1,2,0,2,8.0
Cadiz,1988-89,2,2,2,1,2,1,2,0,0,0,1,2,1,1,2,1,2,0,2,1,2,1,1,0,2,0,1,1,1,0,15.0
CD Malaga,1988-89,2,1,2,1,1,2,0,1,0,0,2,2,0,1,1,2,2,2,1,2,2,0,2,0,2,2,0,0,0,2,16.0
Real Madrid,1988-89,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2,0,1.0
Osasuna,1988-89,1,0,2,1,2,0,1,0,2,0,1,0,1,1,2,1,2,0,0,1,0,2,0,0,2,1,1,2,2,2,10.0
Elche,1988-89,2,2,0,2,2,0,2,2,2,2,1,2,2,1,1,1,2,2,2,0,2,0,2,2,2,2,2,1,2,1,20.0
Zaragoza,1988-89,1,2,1,2,0,2,1,0,2,0,1,1,1,1,2,0,0,2,0,1,2,0,1,2,2,0,2,1,0,0,5.0
Valencia,1988-89,1,0,1,0,2,1,0,0,2,2,0,1,0,2,0,0,1,2,1,1,1,1,0,0,0,1,2,0,1,0,3.0
Real Sociedad,1989-90,2,0,2,0,2,0,1,1,0,0,0,1,0,1,2,2,0,0,0,1,2,1,1,1,0,0,1,0,2,1,5.0
CD Malaga,1989-90,1,2,1,0,1,0,2,0,2,2,0,1,1,1,2,2,2,2,1,1,2,2,0,2,0,2,2,2,2,2,17.0
Celta de Vigo,1989-90,1,2,2,1,0,1,2,0,2,2,2,1,2,1,2,2,1,2,0,1,2,1,1,1,2,2,2,1,2,1,19.0
Valencia,1989-90,2,1,2,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,2,1,0,1,0,0,2,1,0,0,1,0,2.0
Atletico de Madrid,1989-90,0,0,1,0,1,0,2,2,2,0,1,0,1,1,0,0,0,2,0,1,0,0,2,0,0,0,2,1,1,0,4.0
Barcelona,1989-90,2,0,2,0,2,0,0,1,0,0,0,2,0,2,0,0,2,0,0,0,0,1,2,1,2,0,1,0,0,0,3.0
Cadiz,1989-90,2,2,0,2,2,2,1,0,2,0,2,0,1,1,2,0,2,0,2,1,2,2,2,2,2,2,2,1,0,1,15.0
Osasuna,1989-90,0,2,0,2,0,1,0,0,2,2,0,1,0,1,0,1,2,0,0,1,2,2,1,2,0,1,0,1,1,1,8.0
Mallorca,1989-90,2,1,0,1,0,1,1,1,0,0,1,2,2,1,0,2,0,2,1,1,0,1,1,1,0,2,2,1,0,2,10.0
Real Madrid,1989-90,0,1,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1.0
Sporting de Gijon,1989-90,2,1,2,2,2,2,2,0,0,1,2,0,2,0,0,0,1,0,2,1,2,0,2,2,2,1,0,1,2,1,13.0
Sevilla,1989-90,0,0,0,2,0,1,1,2,2,0,2,1,2,2,2,0,0,0,2,0,0,2,0,0,0,0,0,2,1,0,6.0
Tenerife,1989-90,2,1,1,1,2,0,1,1,2,0,2,2,0,2,2,2,1,2,1,2,1,2,0,0,2,0,0,2,2,1,18.0
Zaragoza,1989-90,0,2,1,1,0,2,0,2,0,0,0,2,2,1,2,0,2,0,2,1,0,0,1,2,2,1,2,1,0,2,9.0
Rayo Vallecano,1989-90,2,0,2,1,2,1,2,2,2,2,0,2,1,2,1,2,0,2,1,1,2,0,2,2,2,2,2,2,0,1,20.0
Espanol,1990-91,2,1,0,2,1,1,0,2,0,2,1,1,0,0,2,2,2,2,2,2,0,1,0,1,0,1,2,2,0,0,16.0
Barcelona,1990-91,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2,1,0,0,1.0
Sporting de Gijon,1990-91,1,0,1,0,2,1,2,2,0,2,1,2,0,2,0,1,2,0,1,0,1,0,0,1,1,2,0,2,0,1,5.0
Mallorca,1990-91,0,1,2,0,2,0,2,2,2,1,1,0,2,1,2,1,0,2,0,0,2,1,2,2,1,1,2,1,2,1,15.0
Real Sociedad,1990-91,0,1,2,0,2,1,2,0,1,1,2,2,2,0,2,1,1,1,2,1,1,0,1,0,0,1,0,0,2,2,13.0
Zaragoza,1990-91,2,2,2,2,1,0,1,1,0,0,2,0,2,2,1,0,2,0,0,1,1,2,2,1,2,0,1,2,2,1,17.0
Cadiz,1990-91,2,1,1,0,2,1,2,2,1,2,2,1,2,2,2,1,2,0,2,1,1,0,1,0,2,1,2,1,2,2,18.0
Real Madrid,1990-91,0,2,0,0,0,1,1,1,2,0,2,0,0,0,2,2,0,2,2,0,0,1,0,2,2,2,1,2,2,0,3.0
Sevilla,1990-91,1,0,2,0,0,0,0,0,2,0,2,2,1,2,0,2,0,1,0,0,2,1,2,0,2,1,2,0,2,1,8.0
Tenerife,1990-91,0,2,1,1,2,2,2,0,2,0,0,2,2,2,0,2,1,2,0,2,0,2,1,2,0,1,0,0,0,0,14.0
Valencia,1990-91,1,2,0,2,0,2,0,2,2,2,0,1,1,0,2,0,0,1,1,2,1,0,0,0,0,1,2,2,1,2,7.0
Atletico de Madrid,1990-91,1,0,1,1,2,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,2.0
Osasuna,1990-91,1,0,2,0,0,1,1,2,0,1,0,1,0,2,1,0,0,1,0,0,2,0,1,1,2,2,0,2,0,1,4.0
Sevilla,1991-92,0,0,0,2,2,2,0,2,0,1,1,1,1,0,0,2,0,1,0,2,2,2,0,2,1,1,0,2,0,2,12.0
Cadiz,1991-92,2,2,0,0,2,2,0,2,1,2,1,2,0,2,2,1,2,1,2,1,0,1,1,1,2,2,1,2,0,2,18.0
Real Madrid,1991-92,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,2,0,1,2,0,2,0,1,2,0,0,0,1,2.0
Valencia,1991-92,0,2,1,0,0,2,2,1,0,0,2,0,2,0,0,0,0,0,1,0,1,2,1,1,2,0,0,2,2,0,4.0
Atletico de Madrid,1991-92,0,0,0,0,0,0,2,0,2,0,1,0,2,2,0,0,2,2,2,1,0,0,0,2,0,1,1,0,0,0,3.0
Barcelona,1991-92,0,2,0,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,2,1.0
Real Sociedad,1991-92,2,1,2,2,2,0,1,0,1,0,1,1,2,0,1,2,0,0,2,0,0,0,2,1,0,0,1,0,2,0,5.0
Osasuna,1991-92,0,2,0,2,0,2,0,2,2,2,1,0,1,1,2,2,2,0,1,2,1,1,2,1,0,2,1,1,0,0,15.0
Albacete,1991-92,2,0,0,2,2,0,2,2,2,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,2,1,0,2,1,0,7.0
Mallorca,1991-92,1,2,2,2,0,0,2,2,2,2,2,0,2,2,1,2,0,2,2,0,2,1,1,2,0,1,2,0,2,1,20.0
Tenerife,1991-92,0,1,2,2,2,1,1,2,0,2,1,2,2,0,1,0,2,1,2,2,0,1,0,0,2,2,0,2,2,2,13.0
Sporting de Gijon,1991-92,0,0,2,0,2,1,0,0,1,0,0,1,2,2,2,0,2,1,0,0,2,0,1,2,1,2,2,0,0,2,8.0
Zaragoza,1991-92,1,1,2,0,2,0,0,0,1,0,2,1,0,1,0,0,1,0,0,2,2,2,2,0,2,2,2,0,1,0,6.0
Espanol,1991-92,1,2,2,0,2,1,2,2,0,1,2,2,2,2,2,1,2,2,0,0,2,2,0,1,0,0,1,0,2,0,16.0
Barcelona,1992-93,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,1,2,1,1,0,0,0,0,0,0,2,0,1.0
Real Madrid,1992-93,2,0,1,0,2,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2.0
Valencia,1992-93,0,1,1,1,0,2,0,2,0,2,0,1,1,0,0,2,1,0,0,0,1,1,0,2,2,1,2,1,0,0,4.0
Rayo Vallecano,1992-93,2,0,2,1,1,1,1,0,2,2,0,0,0,2,1,0,1,2,1,2,1,0,2,1,1,1,2,1,2,2,14.0
Albacete,1992-93,2,2,2,2,0,1,0,2,2,1,2,0,2,2,2,0,1,0,1,2,1,2,2,1,2,1,0,0,2,2,17.0
Sevilla,1992-93,0,2,1,0,2,0,1,0,1,0,0,2,1,2,0,2,1,0,0,0,2,1,2,0,2,1,1,2,0,0,7.0
Cadiz,1992-93,2,1,0,1,2,1,1,2,2,2,1,1,2,0,2,2,2,2,1,2,1,0,2,2,1,2,1,1,0,2,19.0
Atletico de Madrid,1992-93,0,0,2,1,0,0,1,2,0,0,0,0,1,2,2,2,1,1,2,1,0,1,0,0,0,2,0,2,1,1,6.0
Tenerife,1992-93,2,1,0,2,2,0,2,1,1,1,1,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,2,0,1,0,5.0
Celta de Vigo,1992-93,2,1,0,0,1,2,1,1,0,2,2,2,0,2,2,2,1,0,1,1,1,0,0,2,1,0,2,1,1,2,11.0
Sporting de Gijon,1992-93,1,0,1,0,1,2,1,0,2,0,0,2,1,1,0,2,1,2,2,2,2,1,2,2,1,0,2,2,2,1,12.0
Osasuna,1992-93,1,0,2,1,1,2,2,2,0,0,2,0,1,0,0,2,2,2,0,0,1,1,2,2,2,0,2,1,0,0,10.0
Real Sociedad,1992-93,2,2,0,2,2,0,2,1,2,0,1,2,2,0,2,0,2,2,1,1,0,0,2,0,0,0,1,0,2,0,13.0
Zaragoza,1992-93,0,1,0,1,1,2,0,1,2,1,2,1,1,0,2,0,1,2,0,2,1,2,0,0,0,2,1,2,1,2,9.0
Espanol,1992-93,2,2,2,1,1,0,1,0,0,2,1,2,0,1,0,2,1,1,0,0,2,2,0,1,1,1,0,2,2,2,18.0
Osasuna,1993-94,2,1,2,2,2,2,0,0,2,0,2,1,2,0,2,2,1,2,2,1,1,2,0,2,1,1,2,1,2,2,20.0
Real Madrid,1993-94,0,2,2,2,1,0,1,0,0,0,0,0,2,0,1,2,0,2,0,1,1,0,0,0,0,1,2,0,0,0,4.0
Albacete,1993-94,2,1,1,0,2,1,1,1,1,2,0,1,1,0,0,0,2,1,1,0,2,0,2,1,2,0,1,0,2,0,13.0
Atletico de Madrid,1993-94,0,1,0,1,1,2,2,1,0,2,0,1,2,1,2,0,1,1,2,2,0,2,0,2,2,2,1,2,2,0,12.0
Barcelona,1993-94,0,1,1,0,0,0,2,0,2,0,0,2,0,1,0,0,2,0,1,2,0,2,2,0,0,0,0,0,1,0,1.0
Real Sociedad,1993-94,2,1,0,0,0,1,0,0,2,2,2,1,1,0,2,0,2,1,1,0,2,0,1,2,2,0,2,0,2,1,11.0
Deportivo,1993-94,1,0,0,1,2,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,1,1,1,0,2.0
Celta de Vigo,1993-94,1,1,2,1,1,0,1,0,2,1,2,2,0,2,2,2,0,0,2,1,2,0,2,0,1,1,1,2,2,2,15.0
Rayo Vallecano,1993-94,2,0,0,2,0,2,1,2,2,2,0,1,2,2,0,0,1,2,0,1,2,2,1,1,1,1,0,2,0,1,17.0
Valencia,1993-94,0,1,0,0,1,0,2,0,0,2,2,0,1,2,2,2,1,1,2,1,2,0,2,1,1,0,2,0,0,2,7.0
Tenerife,1993-94,0,2,0,2,1,0,1,2,0,0,2,2,0,2,2,2,1,2,0,1,0,0,0,2,0,1,0,2,0,2,10.0
Lleida,1993-94,2,2,2,2,1,2,1,2,2,0,2,0,2,2,0,2,1,1,1,1,2,0,1,1,1,1,0,2,0,2,19.0
Sporting de Gijon,1993-94,0,2,0,1,2,2,1,0,0,0,0,2,0,0,0,2,0,2,0,0,2,1,2,2,2,1,2,2,2,0,14.0
Zaragoza,1993-94,2,1,1,2,2,0,1,2,2,0,2,0,0,0,1,0,2,0,2,0,0,2,0,0,1,0,1,0,0,0,3.0
Sevilla,1993-94,0,1,1,1,0,0,2,0,0,0,1,2,2,2,1,2,0,1,1,2,1,1,2,0,0,0,2,0,2,0,6.0
Sevilla,1994-95,2,0,0,1,2,1,1,2,0,0,2,0,0,2,0,1,0,2,1,2,1,0,2,1,0,0,1,2,0,0,5.0
Real Madrid,1994-95,0,0,1,0,2,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,2,0,1,0,0,0,1.0
